city_label,integrated_absolute_bias
Sao Jose da Tapera (Alagoas),129.5
Camocim (Ceara),129.45833333333334
Senador Rui Palmeira (Alagoas),129.45833333333331
Nova Boa Vista (Rio Grande do Sul),129.375
Tres de Maio (Rio Grande do Sul),129.25
Poco das Trincheiras (Alagoas),129.25
SantAna do Livramento (Rio Grande do Sul),129.25
Salto do Jacui (Rio Grande do Sul),129.125
Campo Novo (Rio Grande do Sul),129.04166666666669
Lambari DOeste (Mato Grosso),128.95833333333334
Corrego do Bom Jesus (Minas Gerais),128.875
Nova Colinas (Maranhao),128.83333333333334
Antonio Goncalves (Bahia),128.83333333333334
Aracaju (Sergipe),128.83333333333334
Caem (Bahia),128.79166666666666
Bonfim (Roraima),128.75
Simao Pereira (Minas Gerais),128.70833333333334
Matias Barbosa (Minas Gerais),128.70833333333331
Rio Pardo de Minas (Minas Gerais),128.625
Goncalves (Minas Gerais),128.625
Belem (Para),128.54166666666669
Sao Sebastiao da Boa Vista (Para),128.5
Pimenteiras do Oeste (Rondonia),128.45833333333334
Ourolandia (Bahia),128.41666666666669
Capao do Cipo (Rio Grande do Sul),128.41666666666666
Crissiumal (Rio Grande do Sul),128.41666666666666
Cardoso Moreira (Rio de Janeiro),128.29166666666666
Ubiretama (Rio Grande do Sul),128.25
Ilha Comprida (Sao Paulo),128.125
Bom Jesus do Norte (Espirito Santo),128.04166666666666
Pedro Laurentino (Piaui),127.95833333333334
Matupa (Mato Grosso),127.91666666666667
Cachoeira (Bahia),127.83333333333334
Campo Alegre (Santa Catarina),127.75
Guabiruba (Santa Catarina),127.75
Curral de Dentro (Minas Gerais),127.625
Blumenau (Santa Catarina),127.45833333333334
Igarape-Acu (Para),127.45833333333333
Girua (Rio Grande do Sul),127.41666666666667
Governador Mangabeira (Bahia),127.33333333333333
Caldeirao Grande do Piaui (Piaui),127.29166666666667
Soledade (Rio Grande do Sul),127.29166666666666
Lagoa Vermelha (Rio Grande do Sul),127.25
Mirangaba (Bahia),127.25
Jacuizinho (Rio Grande do Sul),127.125
Marcelandia (Mato Grosso),126.95833333333334
Itaju (Sao Paulo),126.91666666666667
Liberato Salzano (Rio Grande do Sul),126.875
Curionopolis (Para),126.75
Delmiro Gouveia (Alagoas),126.625
Pantano Grande (Rio Grande do Sul),126.54166666666666
Uruacu (Goias),126.5
Isaias Coelho (Piaui),126.45833333333333
Fronteiras (Piaui),126.41666666666667
Gloria (Bahia),126.375
Tocos do Moji (Minas Gerais),126.33333333333333
Alto Bela Vista (Santa Catarina),126.20833333333333
Assuncao do Piaui (Piaui),126.16666666666667
Barroquinha (Ceara),126.16666666666666
Amontada (Ceara),126.08333333333334
Boa Esperanca do Sul (Sao Paulo),126.0
Martinopole (Ceara),125.875
Santa Maria (Rio Grande do Sul),125.75
Carapebus (Rio de Janeiro),125.66666666666666
Gaspar (Santa Catarina),125.625
Taiobeiras (Minas Gerais),125.5
Careiro da Varzea (Amazonas),125.5
Itarema (Ceara),125.41666666666667
Morrinhos (Ceara),125.41666666666667
Buriti Alegre (Goias),125.41666666666667
Cambui (Minas Gerais),125.375
Floresta Azul (Bahia),125.375
Frecheirinha (Ceara),125.29166666666667
Satiro Dias (Bahia),125.25
Cachoeira dos Indios (Paraiba),125.25
Bage (Rio Grande do Sul),125.20833333333333
Santana do Acarau (Ceara),125.125
Jijoca de Jericoacoara (Ceara),125.125
Jatoba (Pernambuco),125.08333333333334
Estancia (Sergipe),125.08333333333333
Aurora (Ceara),125.04166666666667
Sao Patricio (Goias),125.04166666666667
Matinhos (Parana),124.83333333333333
Senador Sa (Ceara),124.79166666666667
Moraujo (Ceara),124.79166666666667
Parauapebas (Para),124.79166666666667
Saude (Bahia),124.79166666666667
Celso Ramos (Santa Catarina),124.66666666666667
Pariconha (Alagoas),124.625
Camacho (Minas Gerais),124.45833333333333
Munhoz (Minas Gerais),124.45833333333333
Barra Funda (Rio Grande do Sul),124.375
Sao Miguel do Guapore (Rondonia),124.29166666666667
Borba (Amazonas),124.29166666666666
Santana do Piaui (Piaui),124.29166666666666
Jaguari (Rio Grande do Sul),124.25
Senador Amaral (Minas Gerais),124.25
Apiaca (Espirito Santo),124.20833333333334
Ipaporanga (Ceara),123.91666666666667
Girau do Ponciano (Alagoas),123.875
Sao Felix (Bahia),123.83333333333333
Flores do Piaui (Piaui),123.79166666666666
Joanopolis (Sao Paulo),123.79166666666666
Nova Russas (Ceara),123.66666666666667
Senhor do Bonfim (Bahia),123.58333333333334
Bom Repouso (Minas Gerais),123.45833333333333
Capanema (Para),123.375
Manari (Pernambuco),123.04166666666666
Boquim (Sergipe),123.04166666666666
Curralinho (Para),122.95833333333333
Barcarena (Para),122.83333333333333
Sao Joao do Polesine (Rio Grande do Sul),122.75
Bom Conselho (Pernambuco),122.66666666666666
Minador do Negrao (Alagoas),122.58333333333333
Sao Jose do Inhacora (Rio Grande do Sul),122.54166666666667
Estrela de Alagoas (Alagoas),122.54166666666667
Santana do Ipanema (Alagoas),122.54166666666667
Olivenca (Alagoas),122.45833333333333
Dois Riachos (Alagoas),122.45833333333333
Catunda (Ceara),122.41666666666667
Cacimbinhas (Alagoas),122.41666666666667
Olho dAgua das Flores (Alagoas),122.33333333333334
Jacare dos Homens (Alagoas),122.33333333333334
Monteiropolis (Alagoas),122.33333333333334
Palestina (Alagoas),122.33333333333334
Major Isidoro (Alagoas),122.33333333333334
Carneiros (Alagoas),122.33333333333333
Tocantinia (Tocantins),122.29166666666666
Quebrangulo (Alagoas),122.08333333333334
Barao do Triunfo (Rio Grande do Sul),121.95833333333334
Paulo Jacinto (Alagoas),121.95833333333334
Consolacao (Minas Gerais),121.875
Ibiapina (Ceara),121.875
Cabaceiras do Paraguacu (Bahia),121.83333333333333
Palmeira dos Indios (Alagoas),121.79166666666667
Jitauna (Bahia),121.75
Craibas (Alagoas),121.70833333333334
Batalha (Alagoas),121.70833333333333
Pindoba (Alagoas),121.66666666666667
Mar Vermelho (Alagoas),121.66666666666667
Belem (Alagoas),121.66666666666667
Tanque dArca (Alagoas),121.66666666666667
Vicosa (Alagoas),121.66666666666667
Terezinha (Pernambuco),121.625
Itaju do Colonia (Bahia),121.625
Senador Canedo (Goias),121.58333333333333
Vigia (Para),121.58333333333333
Arapiraca (Alagoas),121.54166666666667
Igaci (Alagoas),121.5
Crixas do Tocantins (Tocantins),121.5
Paulistana (Piaui),121.45833333333334
Santo Antonio de Goias (Goias),121.45833333333334
Jaramataia (Alagoas),121.41666666666667
Sertao Santana (Rio Grande do Sul),121.41666666666667
Peixe-Boi (Para),121.375
Uruoca (Ceara),121.29166666666667
Tamboril (Ceara),121.29166666666667
Jari (Rio Grande do Sul),121.20833333333334
Chaval (Ceara),121.16666666666666
Mansidao (Bahia),121.08333333333333
Viana (Espirito Santo),120.875
Campo Alegre de Lourdes (Bahia),120.75
Parambu (Ceara),120.70833333333334
Boa Vista do Incra (Rio Grande do Sul),120.70833333333333
Pendencias (Rio Grande do Norte),120.625
Jacunda (Para),120.625
Anori (Amazonas),120.58333333333334
Agua Branca (Alagoas),120.54166666666667
Inhapi (Alagoas),120.54166666666666
Neropolis (Goias),120.54166666666666
Curua (Para),120.5
Ubajara (Ceara),120.375
Aiquara (Bahia),120.33333333333333
Cerro Largo (Rio Grande do Sul),120.29166666666667
Ouro Branco (Alagoas),120.25
Maravilha (Alagoas),120.25
Espinosa (Minas Gerais),120.20833333333334
Cristalandia (Tocantins),120.16666666666666
Tres Pontas (Minas Gerais),120.125
Nordestina (Bahia),120.125
Morada Nova (Ceara),120.04166666666667
Jequie (Bahia),120.0
Campo Grande (Rio Grande do Norte),119.95833333333333
Barracao (Rio Grande do Sul),119.91666666666667
Alto Alegre (Roraima),119.91666666666666
Morro do Chapeu (Bahia),119.625
Mimoso de Goias (Goias),119.625
Juazeiro do Norte (Ceara),119.625
Maetinga (Bahia),119.5
Marau (Rio Grande do Sul),119.45833333333334
Novo Progresso (Para),119.45833333333334
Rosario Oeste (Mato Grosso),119.45833333333333
Jaragua do Sul (Santa Catarina),119.41666666666666
Miguel Calmon (Bahia),119.375
Itaicaba (Ceara),119.20833333333334
Sao Caetano de Odivelas (Para),119.20833333333333
Aiuaba (Ceara),119.125
Joia (Rio Grande do Sul),119.04166666666667
Olindina (Bahia),119.0
Manaquiri (Amazonas),118.91666666666666
Lagoa dos Tres Cantos (Rio Grande do Sul),118.70833333333334
Filadelfia (Bahia),118.58333333333334
Careiro (Amazonas),118.58333333333333
Sao Vicente do Sul (Rio Grande do Sul),118.5
Sao Francisco de Goias (Goias),118.45833333333334
Sede Nova (Rio Grande do Sul),118.25
Araua (Sergipe),118.16666666666666
Pedrinhas (Sergipe),118.16666666666666
Breves (Para),117.95833333333334
Amaral Ferrador (Rio Grande do Sul),117.91666666666667
Mato Queimado (Rio Grande do Sul),117.875
Boa Vista (Roraima),117.83333333333333
Mata Grande (Alagoas),117.83333333333333
Humaita (Rio Grande do Sul),117.75
Novo Repartimento (Para),117.75
Hidrolandia (Ceara),117.66666666666667
Crato (Ceara),117.54166666666667
Mostardas (Rio Grande do Sul),117.54166666666666
Pinhal (Rio Grande do Sul),117.5
Pomerode (Santa Catarina),117.5
Muana (Para),117.33333333333333
Paulo Bento (Rio Grande do Sul),117.25
Santana da Boa Vista (Rio Grande do Sul),117.25
Santa Barbara do Para (Para),117.20833333333333
Nicolau Vergueiro (Rio Grande do Sul),117.125
Joao Dourado (Bahia),117.08333333333334
Normandia (Roraima),117.04166666666667
Pacaraima (Roraima),117.04166666666667
Itaiba (Pernambuco),117.0
Sinop (Mato Grosso),116.91666666666666
Ananindeua (Para),116.875
Malhada de Pedras (Bahia),116.79166666666666
Independencia (Rio Grande do Sul),116.58333333333334
Sorriso (Mato Grosso),116.58333333333333
Alta Floresta DOeste (Rondonia),116.5
David Canabarro (Rio Grande do Sul),116.33333333333333
Vanini (Rio Grande do Sul),116.33333333333333
Itaguaru (Goias),116.20833333333334
Eunapolis (Bahia),116.20833333333333
Itambe (Bahia),116.16666666666667
Itabaianinha (Sergipe),116.16666666666666
Mara Rosa (Goias),115.83333333333334
Cajueiro (Alagoas),115.79166666666667
Vitoria das Missoes (Rio Grande do Sul),115.79166666666666
Sapucai-Mirim (Minas Gerais),115.79166666666666
Charrua (Rio Grande do Sul),115.70833333333333
Crateus (Ceara),115.625
Messias (Alagoas),115.54166666666667
Almadina (Bahia),115.54166666666666
Niquelandia (Goias),115.5
Moreilandia (Pernambuco),115.45833333333334
Capela (Alagoas),115.41666666666667
Murici (Alagoas),115.33333333333333
Cha Preta (Alagoas),115.33333333333333
Limoeiro do Ajuru (Para),115.25
Branquinha (Alagoas),115.125
Sao Domingos do Araguaia (Para),115.125
Tacaratu (Pernambuco),115.0
Jacobina (Bahia),114.95833333333333
Braganca (Para),114.91666666666666
Tapejara (Rio Grande do Sul),114.875
Floriano Peixoto (Rio Grande do Sul),114.75
Cristais (Minas Gerais),114.625
Palmeirina (Pernambuco),114.45833333333333
Pariquera-Acu (Sao Paulo),114.29166666666666
Gongogi (Bahia),114.25
Vertentes (Pernambuco),114.20833333333334
Santa Maria do Cambuca (Pernambuco),114.20833333333334
Iati (Pernambuco),114.20833333333333
Vertente do Lerio (Pernambuco),114.08333333333334
Casinhas (Pernambuco),114.08333333333334
Floresta (Pernambuco),113.95833333333334
Camalau (Paraiba),113.79166666666666
Nao-Me-Toque (Rio Grande do Sul),113.75
Santa Cruz do Capibaribe (Pernambuco),113.70833333333333
Umburatiba (Minas Gerais),113.66666666666666
Taquaritinga do Norte (Pernambuco),113.625
Afonso Bezerra (Rio Grande do Norte),113.625
Santa Cecilia (Paraiba),113.625
Boa Esperanca (Minas Gerais),113.625
Jatauba (Pernambuco),113.5
Orobo (Pernambuco),113.5
Brejo da Madre de Deus (Pernambuco),113.5
Sao Vicente Ferrer (Pernambuco),113.5
Bom Jardim (Pernambuco),113.41666666666667
Francisco Santos (Piaui),113.41666666666667
Betania (Pernambuco),113.33333333333333
Vicencia (Pernambuco),113.29166666666667
Calcado (Pernambuco),113.25
Jurema (Pernambuco),113.25
Jupi (Pernambuco),113.25
Cha Grande (Pernambuco),113.20833333333333
Pombos (Pernambuco),113.20833333333333
Riacho das Almas (Pernambuco),113.20833333333333
Toritama (Pernambuco),113.20833333333333
Chapada (Rio Grande do Sul),113.16666666666666
Feira Nova (Pernambuco),113.125
Machados (Pernambuco),113.125
Joao Alfredo (Pernambuco),113.125
Cumaru (Pernambuco),113.125
Salgadinho (Pernambuco),113.125
Surubim (Pernambuco),113.125
Frei Miguelinho (Pernambuco),113.125
Nova Timboteua (Para),113.125
Limoeiro (Pernambuco),113.125
Passira (Pernambuco),113.125
Marituba (Para),113.04166666666666
Paudalho (Pernambuco),113.0
Ilha de Itamaraca (Pernambuco),113.0
Itaquitinga (Pernambuco),113.0
Igarassu (Pernambuco),113.0
Buenos Aires (Pernambuco),113.0
Jaboatao dos Guararapes (Pernambuco),113.0
Abreu e Lima (Pernambuco),113.0
Tracunhaem (Pernambuco),113.0
Gloria do Goita (Pernambuco),113.0
Recife (Pernambuco),113.0
Vitoria de Santo Antao (Pernambuco),113.0
Sao Lourenco da Mata (Pernambuco),113.0
Camaragibe (Pernambuco),113.0
Lagoa do Carro (Pernambuco),113.0
Lagoa de Itaenga (Pernambuco),113.0
Itapissuma (Pernambuco),113.0
Aracoiaba (Pernambuco),113.0
Cha de Alegria (Pernambuco),113.0
Olinda (Pernambuco),113.0
Paulista (Pernambuco),113.0
Nazare da Mata (Pernambuco),113.0
Carpina (Pernambuco),113.0
Moreno (Pernambuco),113.0
Itapitanga (Bahia),112.95833333333334
Gravata (Pernambuco),112.91666666666667
Bezerros (Pernambuco),112.91666666666667
Caruaru (Pernambuco),112.91666666666667
Saire (Pernambuco),112.91666666666667
Inaja (Pernambuco),112.83333333333333
Saloa (Pernambuco),112.83333333333333
Joaquim Nabuco (Pernambuco),112.75
Sanharo (Pernambuco),112.70833333333333
Macajuba (Bahia),112.66666666666667
Jucati (Pernambuco),112.66666666666667
Ibirajuba (Pernambuco),112.66666666666667
Cabo de Santo Agostinho (Pernambuco),112.66666666666667
Lajedo (Pernambuco),112.66666666666667
Cachoeirinha (Pernambuco),112.625
Tacaimbo (Pernambuco),112.625
Belo Jardim (Pernambuco),112.625
Altinho (Pernambuco),112.58333333333333
Sao Bento do Una (Pernambuco),112.58333333333333
Sao Caitano (Pernambuco),112.5
Custodia (Pernambuco),112.45833333333333
Pindobacu (Bahia),112.41666666666666
Sertania (Pernambuco),112.375
Primavera (Pernambuco),112.33333333333333
Belem de Maria (Pernambuco),112.33333333333333
Barra de Guabiraba (Pernambuco),112.33333333333333
Bonito (Pernambuco),112.33333333333333
Cortes (Pernambuco),112.33333333333333
Amaraji (Pernambuco),112.33333333333333
Cariacica (Espirito Santo),112.29166666666667
Bodoco (Pernambuco),112.29166666666666
Lagoa dos Gatos (Pernambuco),112.25
Escada (Pernambuco),112.25
Oeiras do Para (Para),112.16666666666666
Cupira (Pernambuco),112.125
Zabele (Paraiba),112.08333333333333
Sao Sebastiao do Umbuzeiro (Paraiba),112.08333333333333
Agrestina (Pernambuco),112.04166666666667
Sao Joaquim do Monte (Pernambuco),112.04166666666667
Camocim de Sao Felix (Pernambuco),112.04166666666667
Canapi (Alagoas),112.04166666666666
Aguas Belas (Pernambuco),111.95833333333333
Ibimirim (Pernambuco),111.91666666666667
Sao Joao do Tigre (Paraiba),111.91666666666666
Guarani das Missoes (Rio Grande do Sul),111.91666666666666
Ourem (Para),111.83333333333334
Urandi (Bahia),111.79166666666666
Tupanatinga (Pernambuco),111.70833333333333
Extrema (Minas Gerais),111.66666666666667
Santana da Vargem (Minas Gerais),111.54166666666667
Campo Limpo de Goias (Goias),111.5
Licinio de Almeida (Bahia),111.5
Campos dos Goytacazes (Rio de Janeiro),111.41666666666666
Jaborandi (Bahia),111.20833333333333
Arcoverde (Pernambuco),111.08333333333333
Belem do Sao Francisco (Pernambuco),111.04166666666666
Santo Angelo (Rio Grande do Sul),111.04166666666666
Alegria (Rio Grande do Sul),111.0
Toledo (Minas Gerais),111.0
Maribondo (Alagoas),110.91666666666667
Buique (Pernambuco),110.91666666666667
Taquarana (Alagoas),110.91666666666667
Pesqueira (Pernambuco),110.91666666666666
Pocao (Pernambuco),110.83333333333334
Capoeiras (Pernambuco),110.83333333333333
Paranatama (Pernambuco),110.79166666666667
Caetes (Pernambuco),110.79166666666667
Petrolandia (Pernambuco),110.75
Guarai (Tocantins),110.70833333333334
Ipojuca (Pernambuco),110.70833333333333
Alagoinha (Pernambuco),110.70833333333333
Itacuruba (Pernambuco),110.66666666666666
Palmares (Pernambuco),110.66666666666666
Ribeirao (Pernambuco),110.66666666666666
Pedra (Pernambuco),110.625
Venturosa (Pernambuco),110.58333333333333
Santo Antonio do Taua (Para),110.54166666666666
Panelas (Pernambuco),110.5
Concordia do Para (Para),110.29166666666666
Victor Graeff (Rio Grande do Sul),110.29166666666666
Tio Hugo (Rio Grande do Sul),110.29166666666666
Conceicao do Caninde (Piaui),110.04166666666667
Estiva (Minas Gerais),109.95833333333333
Schroeder (Santa Catarina),109.91666666666666
Sussuapara (Piaui),109.875
Dois Irmaos das Missoes (Rio Grande do Sul),109.875
Fortaleza dos Valos (Rio Grande do Sul),109.83333333333333
Ibotirama (Bahia),109.625
Sao Martinho (Rio Grande do Sul),109.625
Massaranduba (Santa Catarina),109.58333333333333
Itiuba (Bahia),109.54166666666667
Sao Valerio do Sul (Rio Grande do Sul),109.54166666666667
Goianira (Goias),109.25
Bertopolis (Minas Gerais),109.25
Uruana (Goias),108.83333333333334
Baiao (Para),108.70833333333333
Catole do Rocha (Paraiba),108.66666666666667
Agua Santa (Rio Grande do Sul),108.58333333333334
Tres Palmeiras (Rio Grande do Sul),108.5
Lagoa do Ouro (Pernambuco),108.45833333333333
Brejao (Pernambuco),108.45833333333333
Itabela (Bahia),108.45833333333333
Correntes (Pernambuco),108.375
Angelim (Pernambuco),108.08333333333333
Novo Tiradentes (Rio Grande do Sul),107.95833333333333
Monsenhor Hipolito (Piaui),107.875
Sao Jose da Laje (Alagoas),107.66666666666667
Sao Joao (Pernambuco),107.66666666666666
Vale de Sao Domingos (Mato Grosso),107.625
Cansancao (Bahia),107.625
Santana do Mundau (Alagoas),107.54166666666667
Sao Benedito do Sul (Pernambuco),107.5
Quipapa (Pernambuco),107.5
Jaqueira (Pernambuco),107.5
Guaramirim (Santa Catarina),107.45833333333333
Sao Jose da Coroa Grande (Pernambuco),107.41666666666666
Colonia Leopoldina (Alagoas),107.375
Ibateguara (Alagoas),107.375
Novo Lino (Alagoas),107.375
Joaquim Gomes (Alagoas),107.375
Barreiros (Pernambuco),107.33333333333333
Jacuipe (Alagoas),107.33333333333333
Uniao dos Palmares (Alagoas),107.29166666666667
Jundia (Alagoas),107.20833333333333
Campestre (Alagoas),107.20833333333333
Maragogi (Alagoas),107.04166666666666
Porto Calvo (Alagoas),107.04166666666666
Matriz de Camaragibe (Alagoas),107.0
Flexeiras (Alagoas),107.0
Porto de Pedras (Alagoas),107.0
Japaratinga (Alagoas),107.0
Passo de Camaragibe (Alagoas),107.0
Maraial (Pernambuco),106.875
Xexeu (Pernambuco),106.875
Goianapolis (Goias),106.83333333333334
Santarem (Para),106.79166666666666
Garanhuns (Pernambuco),106.66666666666666
Canaa dos Carajas (Para),106.5
Machadinho (Rio Grande do Sul),106.5
Carnaubeira da Penha (Pernambuco),106.29166666666667
Vila Maria (Rio Grande do Sul),106.29166666666666
Candido Mendes (Maranhao),106.29166666666666
Itaberai (Goias),106.04166666666667
Sao Francisco de Itabapoana (Rio de Janeiro),105.91666666666666
Guaratuba (Parana),105.75
Acara (Para),105.375
Milagres (Ceara),105.29166666666666
Sao Francisco do Guapore (Rondonia),105.20833333333334
Canhotinho (Pernambuco),105.08333333333333
Chuvisca (Rio Grande do Sul),104.95833333333334
Pindai (Bahia),104.95833333333333
Santa Maria do Para (Para),104.91666666666666
Amajari (Roraima),104.79166666666666
Goiana (Pernambuco),104.75
Iramaia (Bahia),104.75
Carmo do Rio Verde (Goias),104.70833333333334
Erechim (Rio Grande do Sul),104.45833333333334
Rosario do Sul (Rio Grande do Sul),104.41666666666666
Cruz Alta (Rio Grande do Sul),104.33333333333334
Espumoso (Rio Grande do Sul),104.16666666666667
Campos Borges (Rio Grande do Sul),104.16666666666667
Coronel Bicaco (Rio Grande do Sul),104.08333333333333
Alto Alegre (Rio Grande do Sul),103.95833333333334
Cabrobo (Pernambuco),103.875
Encruzilhada do Sul (Rio Grande do Sul),103.875
Tefe (Amazonas),103.79166666666667
Serra (Espirito Santo),103.79166666666667
Terezopolis de Goias (Goias),103.58333333333333
Monteiro (Paraiba),103.54166666666666
Brasil Novo (Para),103.5
Congo (Paraiba),103.45833333333333
Caraubas (Paraiba),103.45833333333333
Serra Branca (Paraiba),103.375
Barra de Sao Miguel (Paraiba),103.375
Riacho de Santo Antonio (Paraiba),103.375
Uirauna (Paraiba),103.375
Alcantil (Paraiba),103.375
Sao Domingos do Cariri (Paraiba),103.375
Boqueirao (Paraiba),103.25
Timbauba (Pernambuco),103.25
Barra de Santana (Paraiba),103.25
Sao Joao do Cariri (Paraiba),103.25
Caturite (Paraiba),103.25
Natuba (Paraiba),103.25
Gado Bravo (Paraiba),103.25
Parari (Paraiba),103.25
Aroeiras (Paraiba),103.25
Itambe (Pernambuco),103.25
Cabaceiras (Paraiba),103.25
Boa Vista (Paraiba),103.25
Gurjao (Paraiba),103.25
Sao Jose dos Cordeiros (Paraiba),103.25
Umbuzeiro (Paraiba),103.25
Itabuna (Bahia),103.20833333333333
Oroco (Pernambuco),103.16666666666666
Condado (Pernambuco),103.04166666666667
Pitimbu (Paraiba),103.04166666666667
Jaragua (Goias),103.0
Conde (Paraiba),102.95833333333334
Serra Redonda (Paraiba),102.95833333333334
Alagoa Nova (Paraiba),102.95833333333334
Alagoinha (Paraiba),102.95833333333334
Sao Jose dos Ramos (Paraiba),102.95833333333334
Lagoa Seca (Paraiba),102.95833333333334
Itatuba (Paraiba),102.95833333333334
Itabaiana (Paraiba),102.95833333333334
Mari (Paraiba),102.95833333333334
Caldas Brandao (Paraiba),102.95833333333334
Sape (Paraiba),102.95833333333334
Macaparana (Pernambuco),102.95833333333334
Ferreiros (Pernambuco),102.95833333333334
Sobrado (Paraiba),102.95833333333334
Campina Grande (Paraiba),102.95833333333334
Mogeiro (Paraiba),102.95833333333334
Alhandra (Paraiba),102.95833333333334
Juripiranga (Paraiba),102.95833333333334
Cruz do Espirito Santo (Paraiba),102.95833333333334
Cuite de Mamanguape (Paraiba),102.95833333333334
Juarez Tavora (Paraiba),102.95833333333334
Pilar (Paraiba),102.95833333333334
Camutanga (Pernambuco),102.95833333333334
Mulungu (Paraiba),102.95833333333334
Alagoa Grande (Paraiba),102.95833333333334
Santa Rita (Paraiba),102.95833333333334
Fagundes (Paraiba),102.95833333333334
Matinhas (Paraiba),102.95833333333334
Sao Sebastiao de Lagoa de Roca (Paraiba),102.95833333333334
Bayeux (Paraiba),102.95833333333334
Pedras de Fogo (Paraiba),102.95833333333334
Massaranduba (Paraiba),102.95833333333334
Riachao do Poco (Paraiba),102.95833333333334
Sao Miguel de Taipu (Paraiba),102.95833333333334
Salgado de Sao Felix (Paraiba),102.95833333333334
Puxinana (Paraiba),102.95833333333334
Gurinhem (Paraiba),102.95833333333334
Cabedelo (Paraiba),102.95833333333334
Joao Pessoa (Paraiba),102.95833333333334
Esperanca (Paraiba),102.95833333333334
Riachao do Bacamarte (Paraiba),102.95833333333334
Inga (Paraiba),102.95833333333334
Queimadas (Paraiba),102.95833333333334
Caapora (Paraiba),102.95833333333333
Rio Tinto (Paraiba),102.95833333333333
Alianca (Pernambuco),102.95833333333333
Silves (Amazonas),102.91666666666667
Mirandiba (Pernambuco),102.875
Seringueiras (Rondonia),102.875
Lucena (Paraiba),102.79166666666667
Capim (Paraiba),102.66666666666667
Itapororoca (Paraiba),102.66666666666667
Marcacao (Paraiba),102.66666666666667
Aracagi (Paraiba),102.66666666666667
Mamanguape (Paraiba),102.66666666666667
Cacule (Bahia),102.625
Guarabira (Paraiba),102.625
Aparecida (Paraiba),102.33333333333333
Rianapolis (Goias),102.25
Queimada Nova (Piaui),102.20833333333334
Viseu (Para),102.04166666666666
Itape (Bahia),101.875
Colares (Para),101.58333333333334
Balneario Picarras (Santa Catarina),101.41666666666667
Palmeirante (Tocantins),101.375
Benevides (Para),101.08333333333334
Caibate (Rio Grande do Sul),100.95833333333333
Irituia (Para),100.79166666666667
Bonito (Para),100.66666666666666
Amapa (Amapa),100.58333333333334
Itaguacu da Bahia (Bahia),100.54166666666667
Camargo (Rio Grande do Sul),100.5
Castanhal (Para),100.41666666666666
Granito (Pernambuco),100.41666666666666
Calumbi (Pernambuco),100.20833333333333
Flores (Pernambuco),100.125
Luiz Alves (Santa Catarina),100.08333333333334
Aurea (Rio Grande do Sul),100.0
Balsas (Maranhao),99.83333333333334
Quixaba (Pernambuco),99.75
Afogados da Ingazeira (Pernambuco),99.75
Iguaracy (Pernambuco),99.75
Moju (Para),99.625
Tuparetama (Pernambuco),99.54166666666666
Ingazeira (Pernambuco),99.54166666666666
Tabira (Pernambuco),99.54166666666666
Ibiassuce (Bahia),99.5
Querencia (Mato Grosso),99.5
Prata (Paraiba),99.45833333333333
Sume (Paraiba),99.45833333333333
Sao Jose do Egito (Pernambuco),99.45833333333333
Ouro Velho (Paraiba),99.45833333333333
Amparo (Paraiba),99.375
Coxixola (Paraiba),99.375
Colorado (Rio Grande do Sul),99.25
Bonfinopolis (Goias),99.0
Montezuma (Minas Gerais),98.91666666666667
Catende (Pernambuco),98.83333333333333
Anapolis (Goias),98.66666666666666
Macau (Rio Grande do Norte),98.625
Galinhos (Rio Grande do Norte),98.625
Itaja (Rio Grande do Norte),98.625
Agua Preta (Pernambuco),98.625
Rio Formoso (Pernambuco),98.58333333333333
Tamandare (Pernambuco),98.58333333333333
Gameleira (Pernambuco),98.58333333333333
Engenho Velho (Rio Grande do Sul),98.54166666666666
Santo Antonio do Palma (Rio Grande do Sul),98.5
Sirinhaem (Pernambuco),98.41666666666666
Sao Pedro das Missoes (Rio Grande do Sul),98.25
Lajeado do Bugre (Rio Grande do Sul),98.25
Nanuque (Minas Gerais),98.25
Dom Feliciano (Rio Grande do Sul),98.16666666666667
Marcelino Ramos (Rio Grande do Sul),98.16666666666667
Sao Miguel do Guama (Para),98.16666666666666
Jaboticaba (Rio Grande do Sul),98.08333333333334
Conceicao (Paraiba),98.04166666666667
Brejo Santo (Ceara),98.04166666666667
Tapera (Rio Grande do Sul),98.04166666666666
Santa Cecilia do Sul (Rio Grande do Sul),98.04166666666666
Boa Ventura (Paraiba),97.95833333333334
Diamante (Paraiba),97.95833333333334
Agua Branca (Paraiba),97.95833333333334
Pedra Branca (Paraiba),97.95833333333334
Ibiara (Paraiba),97.95833333333334
Nova Olinda (Paraiba),97.95833333333334
Selbach (Rio Grande do Sul),97.91666666666666
Santana dos Garrotes (Paraiba),97.875
Santa Terezinha (Pernambuco),97.875
Imaculada (Paraiba),97.875
Itapetim (Pernambuco),97.875
Timbauba dos Batistas (Rio Grande do Norte),97.83333333333334
Cruzeta (Rio Grande do Norte),97.83333333333334
Colmeia (Tocantins),97.79166666666666
Areia de Baraunas (Paraiba),97.75
Mauriti (Ceara),97.75
Matureia (Paraiba),97.75
Livramento (Paraiba),97.75
Cacimbas (Paraiba),97.75
Monte Horebe (Paraiba),97.75
Cacimba de Areia (Paraiba),97.75
Quixaba (Paraiba),97.75
Taperoa (Paraiba),97.75
Mae dAgua (Paraiba),97.75
Teixeira (Paraiba),97.75
Brejinho (Pernambuco),97.75
